PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,ABSTRACT
26909467,"Does Salicylic Acid (SA) Improve Tolerance to Salt Stress in Plants? A Study of SA Effects On Tomato Plant Growth, Water Dynamics, Photosynthesis, and Biochemical Parameters","Mimouni H, Wasti S, Manaa A, Gharbi E, Chalh A, Vandoorne B, Lutts S, Ben Ahmed H.",OMICS. 2016 Mar;20(3):180-90. doi: 10.1089/omi.2015.0161. Epub 2016 Feb 24.,Mimouni H,OMICS,2016,2016/02/25,,,10.1089/omi.2015.0161,"1. OMICS. 2016 Mar;20(3):180-90. doi: 10.1089/omi.2015.0161. Epub 2016 Feb 24.

Does Salicylic Acid (SA) Improve Tolerance to Salt Stress in Plants? A Study of 
SA Effects On Tomato Plant Growth, Water Dynamics, Photosynthesis, and 
Biochemical Parameters.

Mimouni H(1)(2), Wasti S(1), Manaa A(1)(3), Gharbi E(1)(2), Chalh A(4), 
Vandoorne B(2), Lutts S(2), Ben Ahmed H(1).

Author information:
(1)1 Laboratory of Plant Ecology, Department of Biology, Faculty of Sciences of 
Tunis, University Tunis El Manar , 2092, Tunis, Tunisia .
(2)2 Laboratory of Plant Physiology, University of Louvain , Louvain-la- Neuve, 
Belgium .
(3)3 Laboratory of Extremophile Plants, Centre of Biotechnology of Borj Cedria 
Hammam Lif , Tunisia .
(4)4 Laboratory of Biodiversity and Climate Change, Department of Biology, 
Faculty of Sciences of Tunis, University Tunis El Manar, 2092, Tunis, Tunisia .

Environmental stresses such as salinity directly impact crop growth, and by 
extension, world food supply and societal prosperity. It is estimated that over 
800 million hectares of land throughout the world are salt-affected. In arid and 
semi-arid regions, salt concentration can be close to that in the seawater. 
Hence, there are intensive efforts to improve plant tolerance to salinity and 
other environmental stressors. Salicylic acid (SA) is an important signal 
molecule for modulating plant responses to stress. In the present study, we 
examined, on multiple plant growth related endpoints, whether SA applied through 
the rooting medium could mitigate the adverse effects of salinity on tomato 
(Solanum lycopersicum) cv. Marmande. The latter is a hitherto understudied 
tomato plant from the above perspective; it is a classic variety that produces 
the large ribbed tomatoes in the Mediterranean and consumed worldwide. We found 
salt stress negatively affected the growth of cv. Marmande tomato plants. 
However, the SA-treated plants had greater shoot and root dry mass, leaf area 
compared to untreated plants when exposed to salt stress. Application of SA 
restores photosynthetic rates and photosynthetic pigment levels under salt 
(NaCl) exposure. Leaf water, osmotic potential, stomatal conductance 
transpiration rate, and biochemical parameters were also ameliorated in 
SA-treated plants under saline stress conditions. Overall, these data illustrate 
that SA increases cv. Marmande tomato growth by improving photosynthesis, 
regulation and balance of osmotic potential, induction of compatible osmolyte 
metabolism, and alleviating membrane damage. We suggest salicylic acid might be 
considered as a potential growth regulator to improve tomato plant salinity 
stress resistance, in the current era of global climate change.

DOI: 10.1089/omi.2015.0161
PMID: 26909467 [Indexed for MEDLINE]"
26026992,Surface display of the thermophilic lipase Tm1350 on the spore of Bacillus subtilis by the CotB anchor protein,"Chen H, Tian R, Ni Z, Zhang Q, Zhang T, Chen Z, Chen K, Yang S.",Extremophiles. 2015 Jul;19(4):799-808. doi: 10.1007/s00792-015-0755-0. Epub 2015 May 31.,Chen H,Extremophiles,2015,2015/06/01,,,10.1007/s00792-015-0755-0,"1. Extremophiles. 2015 Jul;19(4):799-808. doi: 10.1007/s00792-015-0755-0. Epub
2015  May 31.

Surface display of the thermophilic lipase Tm1350 on the spore of Bacillus 
subtilis by the CotB anchor protein.

Chen H(1), Tian R, Ni Z, Zhang Q, Zhang T, Chen Z, Chen K, Yang S.

Author information:
(1)Institute of Life Sciences, Jiangsu University, Zhenjiang, 212013, China, 
18361811106@163.com.

Lipases expressed in microbial hosts have great commercial value, but their 
applications are restricted by the high costs of production and harsh conditions 
used in industrial processes, such as high temperature and alkaline environment. 
In this study, an Escherichia coli-Bacillus subtilis shuttle vector 
(pHS-cotB-Tm1350) was constructed for the spore surface display of the lipase 
Tm1350 from hyperthermophilic bacterium Thermotoga maritima MSB8. Successful 
display of the CotB-Tm1350 fusion protein on spore surface was confirmed by 
Western blot analysis and activity measurements. The optimal catalytic 
temperature and pH of the spore surface-displayed Tm1350 were 80 °C and 9, 
respectively, which were higher than non-immobilized Tm1350 (70 °C and pH 7.5). 
Analysis of thermal and pH stability showed that spore surface-displayed Tm1350 
retained 81 or 70 % of its original activity after 8 h of incubation at pH 8 or 
pH 9 (70 °C), which were 18 % higher than the retained activity of the 
non-immobilized Tm1350 under the same conditions. Meanwhile, recycling 
experiments showed that the recombinant spores could be used for up to three 
reaction cycles without a significant decrease in the catalytic rate (84 %). 
These results suggested that enzyme display on the surface of the B. subtilis 
spore could serve as an effective approach for enzyme immobilization, which has 
potential applications in the harsh biochemical industry.

DOI: 10.1007/s00792-015-0755-0
PMID: 26026992 [Indexed for MEDLINE]"
18373061,Prokaryotic diversity of a Tunisian multipond solar saltern,"Baati H, Guermazi S, Amdouni R, Gharsallah N, Sghir A, Ammar E.",Extremophiles. 2008 Jul;12(4):505-18. doi: 10.1007/s00792-008-0154-x. Epub 2008 Mar 29.,Baati H,Extremophiles,2008,2008/04/01,,,10.1007/s00792-008-0154-x,"1. Extremophiles. 2008 Jul;12(4):505-18. doi: 10.1007/s00792-008-0154-x. Epub
2008  Mar 29.

Prokaryotic diversity of a Tunisian multipond solar saltern.

Baati H(1), Guermazi S, Amdouni R, Gharsallah N, Sghir A, Ammar E.

Author information:
(1)Ecole Nationale d'Ingénieurs de Sfax, UR Etude et Gestion des Environnements 
Côtiers et Urbains, BP W-3038, Sfax, Tunisia.

16S rRNA gene clone libraries were separately constructed from three ponds with 
different salt concentrations, M2 (15%), TS38 (25%) and S5 (32%), located within 
a multipond solar saltern of Sfax. The 16S rRNA genes from 216 bacterial clones 
and 156 archaeal clones were sequenced and phylogenetically analyzed. 44 
operational taxonomic units (OTUs) were generated for Bacteria and 67 for 
Archaea. Phylogenetic groups within the bacterial domain were restricted to 
Bacteroidetes and Proteobacteria, with the exception that one cyanobacterial OTU 
was found in the TS38 pond. 85.7, 26.6 and 25.0% of the bacterial OTUs from M2, 
TS38 and S5 ponds, respectively, are novel. All archaeal 16S rRNA gene sequences 
were exclusively affiliated with Euryarchaeota. 75.0, 60.0 and 66.7% of the OTUs 
from, respectively, M2, TS38 and S5 ponds are novel. The result showed that the 
Tunisian multipond solar saltern harbored novel prokaryotic diversity that has 
never been reported before for solar salterns. In addition, diversity 
measurement indicated a decrease of bacterial diversity and an increase of 
archaeal diversity with rising salinity gradient, which was in agreement with 
the previous observation for thalassohaline systems. Comparative analysis showed 
that prokaryotic diversity of Tunisian saltern was higher than that of other 
salterns previously studied.

DOI: 10.1007/s00792-008-0154-x
PMID: 18373061 [Indexed for MEDLINE]"
27142029,Properties of an ionic liquid-tolerant Bacillus amyloliquefaciens CMW1 and its extracellular protease,"Kurata A, Senoo H, Ikeda Y, Kaida H, Matsuhara C, Kishimoto N.",Extremophiles. 2016 Jul;20(4):415-24. doi: 10.1007/s00792-016-0832-z. Epub 2016 May 3.,Kurata A,Extremophiles,2016,2016/05/05,,,10.1007/s00792-016-0832-z,"1. Extremophiles. 2016 Jul;20(4):415-24. doi: 10.1007/s00792-016-0832-z. Epub
2016  May 3.

Properties of an ionic liquid-tolerant Bacillus amyloliquefaciens CMW1 and its 
extracellular protease.

Kurata A(1), Senoo H(2), Ikeda Y(2), Kaida H(2), Matsuhara C(2), Kishimoto N(2).

Author information:
(1)Department of Applied Biological Chemistry, Faculty of Agriculture, Kinki 
University, 3327-204 Nakamachi, Nara, 631-8505, Japan. 
kurata090401@nara.kindai.ac.jp.
(2)Department of Applied Biological Chemistry, Faculty of Agriculture, Kinki 
University, 3327-204 Nakamachi, Nara, 631-8505, Japan.

An ionic liquid-tolerant bacterium, Bacillus amyloliquefaciens CMW1, was 
isolated from a Japanese fermented soybean paste. Strain CMW1 grew in the 
presence of 10 % (v/v) 1-butyl-3-methylimidazolium chloride ([BMIM]Cl), a 
commonly used ionic liquid. Additionally, strain CMW1 grew adequately in the 
presence of the hydrophilic ionic liquids 10 % (v/v) 1-ethyl-3-methylimidazolium 
trifluoromethanesulfonate ([EMIM]CF3SO3) or 2.5 % (v/v) 
1-butyl-3-methylimidazolium trifluoromethanesulfonate ([BMIM]CF3SO3). Strain 
CMW1 produced an extracellular protease (BapIL) in the culture medium. BapIL was 
stable in the presence of 80 % (v/v) ionic liquids, [EMIM]CF3SO3, [BMIM]Cl, 
[BMIM]CF3SO3, 1-butyl-3-methylimidazolium tetrafluoroborate, 
1-butyl-3-methylimidazolium hexafluorophosphate, and 1-butyl-3-methylimidazolium 
bis(trifluoromethylsulfonyl)imide, and functioned in 10 % (v/v) these ionic 
liquids. BapIL was stable at pH 4.0-12.6 or in 4004 mM NaCl solution, and 
exhibited activity in the presence of 50 % (v/v) hydrophilic or hydrophobic 
organic solvents. BapIL was completely inhibited by 1 mM PMSF and partially by 
5 mM EDTA. BapIL belongs to the true subtilisins according to analysis of the 
deduced amino acid sequence. We showed that BapIL from the ionic liquid-tolerant 
B. amyloliquefaciens CMW1 exhibited tolerance to ionic liquid and halo, 
alkaline, and organic solvents.

DOI: 10.1007/s00792-016-0832-z
PMID: 27142029 [Indexed for MEDLINE]"
12768450,"Growth physiology and competitive interaction of obligately chemolithoautotrophic, haloalkaliphilic, sulfur-oxidizing bacteria from soda lakes","Sorokin DY, Banciu H, van Loosdrecht M, Kuenen JG.",Extremophiles. 2003 Jun;7(3):195-203. doi: 10.1007/s00792-002-0313-4. Epub 2003 Feb 8.,Sorokin DY,Extremophiles,2003,2003/05/28,,,10.1007/s00792-002-0313-4,"1. Extremophiles. 2003 Jun;7(3):195-203. doi: 10.1007/s00792-002-0313-4. Epub
2003  Feb 8.

Growth physiology and competitive interaction of obligately 
chemolithoautotrophic, haloalkaliphilic, sulfur-oxidizing bacteria from soda 
lakes.

Sorokin DY(1), Banciu H, van Loosdrecht M, Kuenen JG.

Author information:
(1)Institute of Microbiology, Russian Academy of Sciences, Prospect 60-let 
Octyabrya 7/2, 117811 Moscow, Russia. D.Y.Sorokin@tnw.tudelft.nl

Two different groups of haloalkaliphilic, obligately autotrophic, 
sulfur-oxidizing bacteria belonging to the genera Thioalkalimicrobium and 
Thioalkalivibrio have recently been discovered in highly alkaline and saline 
soda lakes. To understand response to their extreme environment and different 
occurrence in soda lakes, the growth kinetics and competitive behavior of 
several representatives have been characterized in detail using batch and 
pH-controlled continuous cultivation. The bacteria belong to the true 
alkaliphiles, growing within the pH range 7.5-10.6 with maximum growth rate and 
maximum growth yield at pH 9.5-10. On the basis of their response to salt 
content, three groups can be identified. All the Thioalkalimicrobium strains and 
some of the Thioalkalivibrio strains belonged to the moderate halophiles. Some 
of the Thioalkalivibrio strains from hypersaline soda lakes were extremely 
salt-tolerant and capable of growth in saturated soda brines. The 
Thioalkalimicrobium strains demonstrated relatively high specific growth rates, 
low growth yield, high maintenance, and extremely high rates of thiosulfate and 
sulfide oxidation. In contrast, the Thioalkalivibrio strains, in general, were 
slow-growing, high-yield organisms with lower maintenance and much lower rates 
of oxidation of sulfide and thiosulfate. Moreover, the latter survived 
starvation much better than Thioalkalimicrobium. Different growth 
characteristics and salt resistance appear to determine the outcome of the 
enrichment cultures from different soda lakes: Thioalkalimicrobium dominated in 
the enrichments with freshly obtained samples from diluted soda lakes at 
low-medium salinity, while Thioalkalivibrio was the predominant organism in 
enrichments from aged samples and at hypersaline conditions. In mixed 
thiosulfate-limited chemostat cultures at low salinity, Thioalkalimicrobium 
strains (mu(max)=0.33 h(-1)) out-competed Thioalkalivibrio strains (mu(max)=0.15 
h(-1)) at D>0.02 h(-1). The overall results suggest that Thioalkalimicrobium and 
Thioalkalivibrio represent two different ecological strategies.

DOI: 10.1007/s00792-002-0313-4
PMID: 12768450 [Indexed for MEDLINE]"
15252724,"Diversity and cold-active hydrolytic enzymes of culturable bacteria associated with Arctic sea ice, Spitzbergen","Groudieva T, Kambourova M, Yusef H, Royter M, Grote R, Trinks H, Antranikian G.",Extremophiles. 2004 Dec;8(6):475-88. doi: 10.1007/s00792-004-0409-0. Epub 2004 Jul 14.,Groudieva T,Extremophiles,2004,2004/07/15,,,10.1007/s00792-004-0409-0,"1. Extremophiles. 2004 Dec;8(6):475-88. doi: 10.1007/s00792-004-0409-0. Epub 2004
 Jul 14.

Diversity and cold-active hydrolytic enzymes of culturable bacteria associated 
with Arctic sea ice, Spitzbergen.

Groudieva T(1), Kambourova M, Yusef H, Royter M, Grote R, Trinks H, Antranikian 
G.

Author information:
(1)Institute of Technical Microbiology, Technical University Hamburg-Harburg, 
Kasernenstr 12, 21073 Hamburg, Germany.

The diversity of culturable bacteria associated with sea ice from four 
permanently cold fjords of Spitzbergen, Arctic Ocean, was investigated. A total 
of 116 psychrophilic and psychrotolerant strains were isolated under aerobic 
conditions at 4 degrees C. The isolates were grouped using amplified rDNA 
restriction analysis fingerprinting and identified by partial sequencing of 16S 
rRNA gene. The bacterial isolates fell in five phylogenetic groups: subclasses 
alpha and gamma of Proteobacteria, the Bacillus-Clostridium group, the order 
Actinomycetales, and the Cytophaga-Flexibacter-Bacteroides (CFB) phylum. Over 
70% of the isolates were affiliated with the Proteobacteria gamma subclass. 
Based on phylogenetic analysis (<98% sequence similarity), over 40% of Arctic 
isolates represent potentially novel species or genera. Most of the isolates 
were psychrotolerant and grew optimally between 20 and 25 degrees C. Only a few 
strains were psychrophilic, with an optimal growth at 10-15 degrees C. The 
majority of the bacterial strains were able to secrete a broad range of 
cold-active hydrolytic enzymes into the medium at a cultivation temperature of 4 
degrees C. The isolates that are able to degrade proteins (skim milk, casein), 
lipids (olive oil), and polysaccharides (starch, pectin) account for, 
respectively, 56, 31, and 21% of sea-ice and seawater strains. The temperature 
dependences for enzyme production during growth and enzymatic activity were 
determined for two selected enzymes, alpha-amylase and beta-galactosidase. 
Interestingly, high levels of enzyme productions were measured at growth 
temperatures between 4 and 10 degrees C, and almost no production was detected 
at higher temperatures (20-30 degrees C). Catalytic activity was detected even 
below the freezing point of water (at -5 degrees C), demonstrating the unique 
properties of these enzymes.

DOI: 10.1007/s00792-004-0409-0
PMID: 15252724 [Indexed for MEDLINE]"
14572091,Phenol and catechol biodegradation by the haloalkaliphile Halomonas campisalis: influence of pH and salinity,"Alva VA, Peyton BM.",Environ Sci Technol. 2003 Oct 1;37(19):4397-402. doi: 10.1021/es0341844.,Alva VA,Environ Sci Technol,2003,2003/10/24,,,10.1021/es0341844,"1. Environ Sci Technol. 2003 Oct 1;37(19):4397-402. doi: 10.1021/es0341844.

Phenol and catechol biodegradation by the haloalkaliphile Halomonas campisalis: 
influence of pH and salinity.

Alva VA(1), Peyton BM.

Author information:
(1)Center for Multiphase Environmental Research, Consortium for Extremophile 
Research, Washington State University, Dana Hall, 118 Spokane Street, Pullman, 
Washington 99164-2710, USA.

Removal of aromatic compounds from alkaline and/or saline industrial wastewater 
is an environmental concern for industry. In addition, aromatics may be 
accumulating in soda lakes, unique natural systems, where the fate and toxicity 
of these contaminants is unknown. To determine the feasibility of aromatic 
compound biodegradation in saline and alkaline conditions, the effect of pH and 
salinity on the biodegradation of phenol as a model aromatic waste compound by 
the haloalkaliphilic bacterium Halomonas campisalis was examined. Phenol was 
degraded as a source of carbon and energy at pH 8-11 and 0-150 g/L NaCl. 
Metabolic intermediates catechol, cis,cis-muconate, and (+)-muconolactone were 
identified, thus indicating that phenol was degraded via the beta-ketoadipate 
metabolic pathway. Although phenol and catechol were completely degraded in all 
cases, small amounts of cis,cis-muconate accumulated proportionally to increases 
in pH. There was no noticeable influence of salinity on cis,cis-muconate 
accumulation except at 0 g/L NaCl where it was completely degraded. These 
results indicate that it may be feasible to use haloalkaliphiles forthe 
treatment of aromatics present in saline and/or alkaline systems. This is the 
first report of phenol and catechol biodegradation under combined saline and 
alkaline conditions.

DOI: 10.1021/es0341844
PMID: 14572091 [Indexed for MEDLINE]"
18309455,"Influence of salts and pH on growth and activity of a novel facultatively alkaliphilic, extremely salt-tolerant, obligately chemolithoautotrophic sufur-oxidizing Gammaproteobacterium Thioalkalibacter halophilus gen. nov., sp. nov. from South-Western Siberian soda lakes","Banciu HL, Sorokin DY, Tourova TP, Galinski EA, Muntyan MS, Kuenen JG, Muyzer G.",Extremophiles. 2008 May;12(3):391-404. doi: 10.1007/s00792-008-0142-1. Epub 2008 Feb 29.,Banciu HL,Extremophiles,2008,2008/03/01,,,10.1007/s00792-008-0142-1,"1. Extremophiles. 2008 May;12(3):391-404. doi: 10.1007/s00792-008-0142-1. Epub
2008  Feb 29.

Influence of salts and pH on growth and activity of a novel facultatively 
alkaliphilic, extremely salt-tolerant, obligately chemolithoautotrophic 
sufur-oxidizing Gammaproteobacterium Thioalkalibacter halophilus gen. nov., sp. 
nov. from South-Western Siberian soda lakes.

Banciu HL(1), Sorokin DY, Tourova TP, Galinski EA, Muntyan MS, Kuenen JG, Muyzer 
G.

Author information:
(1)Faculty of Biology and Geology, Babes-Bolyai University, 5-7 Clinicilor 
Street, 400006 Cluj-Napoca, Romania. hbanciu@biochem.ubbcluj.ro

A chemolithoautotrophic sulfur-oxidizing bacterium (SOB) strain ALCO 1 capable 
of growing at both near-neutral and extremely alkaline pH was isolated from 
hypersaline soda lakes in S-W Siberia (Altai, Russia). Strain ALCO 1 represents 
a novel separate branch within the halothiobacilli in the Gammaproteobacteria, 
which, so far, contained only neutro-halophilic SOB. On the basis of its unique 
phenotypic properties and distant phylogeny, strain ALCO 1 is proposed as a new 
genus and species Thioalkalibacter halophilus gen. nov. sp. nov. ALCO 1 was able 
to grow within a broad range of salinity (0.5-3.5 M of total sodium) with an 
optimum at around 1 M Na+, and pH (7.2-10.2, pHopt at around 8.5). Na+ was 
required for sulfur-dependent respiration in ALCO 1. The neutral (NaCl)-grown 
chemostat culture had a much lower maximum growth rate (micromax), respiratory 
activity and total cytochrome c content than its alkaline-grown counterpart. The 
specific concentration of osmolytes (ectoine and glycine-betaine) produced at 
neutral pH and 3 M NaCl was roughly two times higher than at pH 10 in soda. 
Altogether, strain ALCO 1 represents an interesting chemolithoautotrophic model 
organism for comparative investigations of bacterial adaptations to high 
salinity and pH.

DOI: 10.1007/s00792-008-0142-1
PMID: 18309455 [Indexed for MEDLINE]"
24859438,Microbial characterization of microbial ecosystems associated to evaporites domes of gypsum in Salar de Llamara in Atacama desert,"Rasuk MC, Kurth D, Flores MR, Contreras M, Novoa F, Poire D, Farias ME.",Microb Ecol. 2014 Oct;68(3):483-94. doi: 10.1007/s00248-014-0431-4. Epub 2014 May 25.,Rasuk MC,Microb Ecol,2014,2014/05/27,,,10.1007/s00248-014-0431-4,"1. Microb Ecol. 2014 Oct;68(3):483-94. doi: 10.1007/s00248-014-0431-4. Epub 2014 
May 25.

Microbial characterization of microbial ecosystems associated to evaporites 
domes of gypsum in Salar de Llamara in Atacama desert.

Rasuk MC(1), Kurth D, Flores MR, Contreras M, Novoa F, Poire D, Farias ME.

Author information:
(1)Laboratorio de Investigaciones Microbiológicas de Lagunas Andinas (LIMLA), 
Planta Piloto de Procesos Industriales Microbiológicos (PROIMI), CCT, CONICET, 
Tucumán, Argentina.

The Central Andes in northern Chile contains a large number of closed basins 
whose central depression is occupied by saline lakes and salt crusts (salars). 
One of these basins is Salar de Llamara (850 m a.s.l.), where large domed 
structures of seemingly evaporitic origin forming domes can be found. In this 
work, we performed a detailed microbial characterization of these domes. 
Mineralogical studies revealed gypsum (CaSO(4)) as a major component. Microbial 
communities associated to these structures were analysed by 454 16S rDNA 
amplicon sequencing and compared between winter and summer seasons. 
Bacteroidetes Proteobacteria and Planctomycetes remained as the main 
phylogenetic groups, an increased diversity was found in winter. Comparison of 
the upper air-exposed part and the lower water-submerged part of the domes in 
both seasons showed little variation in the upper zone, showing a predominance 
of Chromatiales (Gammaproteobacteria), Rhodospirillales (Alphaproteobacteria), 
and Sphingobacteriales (Bacteroidetes). However, the submerged part showed 
marked differences between seasons, being dominated by Proteobacteria (Alpha and 
Gamma) and Verrucomicrobia in summer, but with more diverse phyla found in 
winter. Even though not abundant by sequence, Cyanobacteria were visually 
identified by scanning electron microscopy (SEM), which also revealed the 
presence of diatoms. Photosynthetic pigments were detected by high-performance 
liquid chromatography, being more diverse on the upper photosynthetic layer. 
Finally, the system was compared with other endoevaporite, mats microbialite and 
Stromatolites microbial ecosystems, showing higher similitude with evaporitic 
ecosystems from Atacama and Guerrero Negro. This environment is of special 
interest for extremophile studies because microbial life develops associated to 
minerals in the driest desert all over the world. Nevertheless, it is endangered 
by mining activity associated to copper and lithium extraction; thus, its 
environmental protection preservation is strongly encouraged.

DOI: 10.1007/s00248-014-0431-4
PMID: 24859438 [Indexed for MEDLINE]"
27315164,Expression and functional analysis of two NhaD type antiporters from the halotolerant and alkaliphilic Halomonas sp. Y2,"Cui Y, Cheng B, Meng Y, Li C, Yin H, Xu P, Yang C.",Extremophiles. 2016 Sep;20(5):631-9. doi: 10.1007/s00792-016-0852-8. Epub 2016 Jun 17.,Cui Y,Extremophiles,2016,2016/06/18,,,10.1007/s00792-016-0852-8,"1. Extremophiles. 2016 Sep;20(5):631-9. doi: 10.1007/s00792-016-0852-8. Epub 2016
 Jun 17.

Expression and functional analysis of two NhaD type antiporters from the 
halotolerant and alkaliphilic Halomonas sp. Y2.

Cui Y(1), Cheng B(1), Meng Y(1), Li C(1), Yin H(1), Xu P(1), Yang C(2).

Author information:
(1)State Key Laboratory of Microbial Technology, Shandong University, Jinan, 
250100, People's Republic of China.
(2)State Key Laboratory of Microbial Technology, Shandong University, Jinan, 
250100, People's Republic of China. ycy21th@sdu.edu.cn.

Na(+)/H(+) antiporters play important roles in ion and pH homeostasis. In this 
study, two NhaD homologues that effectively catalyze Na(+)/H(+) antiporter were 
identified from Halomonas sp. Y2, a halotolerant and alkaliphilic strain 
isolated from sodium enriched black liquor. They exhibited high sequence 
identity of 72 % and similar binding affinities for Na(+) and Li(+) 
translocation, while having different pH profiles. Ha-NhaD1 was active at pH 6.0 
and most active at pH 8.0-8.5, whereas Ha-NhaD2 lacked activity at pH 6.0 but 
exhibited maximum activity at pH 9.5 or higher. Based on multiple alignments, 11 
partially conserved residues were selected and corresponding mutants were 
generated for Ha-NhaD1. As expected, replacement of most of the hydrophobic 
residues abolished the cation exchange activities. Three serine residues at 
positions 200, 282 and 353 in Ha-NhaD1 were replaceable by alanines with partial 
retention of activity. The S353A mutant exhibited significantly reduced binding 
affinity for Na(+) and Li(+), while S282 mutant exhibited an alkaline shift of 
about 1.5 pH units, as compared to the wild type Ha-NhaD1. Serine at position 
282 was predicted to be located in transmembrane segment VIII and was found to 
be important in regulating pH sensitivity in concert with flanking residues.

DOI: 10.1007/s00792-016-0852-8
PMID: 27315164 [Indexed for MEDLINE]"
25496221,Exposure of two Eutrema salsugineum (Thellungiella salsuginea) accessions to water deficits reveals different coping strategies in response to drought,"MacLeod MJ, Dedrick J, Ashton C, Sung WW, Champigny MJ, Weretilnyk EA.",Physiol Plant. 2015 Nov;155(3):267-80. doi: 10.1111/ppl.12316. Epub 2015 Jan 19.,MacLeod MJ,Physiol Plant,2015,2014/12/16,,,10.1111/ppl.12316,"1. Physiol Plant. 2015 Nov;155(3):267-80. doi: 10.1111/ppl.12316. Epub 2015 Jan
19.

Exposure of two Eutrema salsugineum (Thellungiella salsuginea) accessions to 
water deficits reveals different coping strategies in response to drought.

MacLeod MJ(1), Dedrick J(1), Ashton C(1), Sung WW(1), Champigny MJ(1), 
Weretilnyk EA(1).

Author information:
(1)Department of Biology, McMaster University, Hamilton, ON, L8S 4K1, Canada.

Eutrema salsugineum is an extremophile related to Arabidopsis. Accessions from 
Yukon, Canada and Shandong, China, were evaluated for their tolerance to water 
deficits. Plants were exposed to two periods of water deficit separated by an 
interval of re-watering and recovery. All plants took the same time to wilt 
during the first drought exposure but Yukon plants took 1 day longer than 
Shandong plants following the second drought treatment. Following re-watering 
and turgor recovery, solute potentials of Shandong leaves returned to predrought 
values while those of Yukon leaves were lower than predrought levels consistent 
with having undergone osmotic adjustment. Polar metabolites profiled in 
re-watered plants showed that different metabolites are accumulated by Yukon and 
Shandong plants recovering from a water deficit with glucose more abundant in 
Yukon and fructose in Shandong leaves. The drought-responsive expression of 
dehydrin genes RAB18, ERD1, RD29A and RD22 showed greater changes in transcript 
abundance in Yukon relative to Shandong leaves during both water deficits and 
recovery with the greatest difference in expression appearing during the second 
drought. We propose that the initial exposure of Yukon plants to drought renders 
them more resilient to water loss during a subsequent water deficit leading to 
delayed wilting. Yukon plants also established a high leaf water content and 
increased specific leaf area during the second deficit. Shandong plants 
undergoing the same treatment regime do not show the same beneficial drought 
tolerance responses and likely use drought avoidance to cope with water 
deficits.

© 2014 The Authors. Physiologia Plantarum published by John Wiley & Sons Ltd on 
behalf of Scandinavian Plant Physiology Society.

DOI: 10.1111/ppl.12316
PMID: 25496221 [Indexed for MEDLINE]"
19888547,"Novel ultramicrobacterial isolates from a deep Greenland ice core represent a proposed new species, Chryseobacterium greenlandense sp. nov","Loveland-Curtze J, Miteva V, Brenchley J.",Extremophiles. 2010 Jan;14(1):61-9. doi: 10.1007/s00792-009-0287-6. Epub 2009 Nov 4.,Loveland-Curtze J,Extremophiles,2010,2009/11/06,,,10.1007/s00792-009-0287-6,"1. Extremophiles. 2010 Jan;14(1):61-9. doi: 10.1007/s00792-009-0287-6. Epub 2009 
Nov 4.

Novel ultramicrobacterial isolates from a deep Greenland ice core represent a 
proposed new species, Chryseobacterium greenlandense sp. nov.

Loveland-Curtze J(1), Miteva V, Brenchley J.

Author information:
(1)Department of Biochemistry and Molecular Biology, The Pennsylvania State 
University, 211 South Frear Bldg., University Park, PA 16802, USA. jxl26@psu.edu

Three novel orange, ultramicrobacterial isolates, UMB10, UMB14, and UMB34(T) 
were isolated from enrichment cultures inoculated with a melted 3,043 m deep 
Greenland ice core sample. Phylogenetic analysis of the 16S rRNA gene sequences 
indicated that the isolates belonged to a single species within the genus 
Chryseobacterium. They were most closely related to Chryseobacterium aquaticum 
(99.3%), Chryseobacterium soli (97.1%), and Chryseobacterium soldanellicola 
(96.9%). Genomic hybridization showed low levels of relatedness between UMB34(T) 
and C. aquaticum and C. soldanellicola (19-30%) and C. soli and Chryseobacterium 
jejuense (45-56%). Comparative genomic fingerprinting analysis using the 
enterobacterial repetitive intergenic consensus (ERIC) sequence showed nearly 
identical banding patterns for the three isolates and these patterns were 
distinct from those of C. aquaticum, C. soldanellicola, C. soli, and C. 
jejuense. The cells were short rods, lacked flagella, had cell volumes of <0.1 
mum(3), formed buds and smaller protrusions (blebs), produced copious 
extracellular material and a flexirubin type pigment. UMB34(T) produced acids 
from carbohydrates and utilized glucose and maltose although it did not 
assimilate mannose. The DNA G + C was 39.6-41.6 mol%. Based on the differences 
from validly named Chryseobacterium species, it was concluded that these 
isolates represent a new species for which the name, Chryseobacterium 
greenlandense is proposed. The type strain is UMB34(T) (=CIP 110007T = NRRL 
B-59357).

DOI: 10.1007/s00792-009-0287-6
PMID: 19888547 [Indexed for MEDLINE]"
